difference	ionIdx	index diff	log2(FC)	p-value	adj p-value (BH)	pFDR (Storey)	q-value (Storey)	m/z	hmdb_id	kegg_id	other_id	name	mz difference	formula	ion	annotation score
META vegan:META ctrl	70	70	-0,065928229	0,36706293	0,525581076	0,215255791	0,215255791	129,1039234	"HMDB0002064; HMDB0060268; HMDB02064; HMDB60268"	C02714	CHEBI:17768	N-Acetylputrescine	-0,000587256	C6H14N2O	-H(-)	100
META vegan:META ctrl	71	71	-0,08385991	0,139152955	0,271457218	0,111177401	0,111177401	130,051576	"HMDB0000725; HMDB0000766; HMDB0000783; HMDB0001149; HMDB0002104; HMDB0002113; HMDB0006055; HMDB0006272; HMDB0036576; HMDB0059659; HMDB0060460; HMDB0061880; HMDB00725; HMDB00766; HMDB00783; HMDB01149; HMDB02104; HMDB02113; HMDB0240251; HMDB06055; HMDB06272; HMDB36576; HMDB59659; HMDB60460; HMDB61880"	"C00430; C01015; C01073; C01110; C01157; C01165; C03440; C04397; C05147"	"CHEBI:16231; CHEBI:16682; CHEBI:16889; CHEBI:17232; CHEBI:17549; CHEBI:18095; CHEBI:18240; CHEBI:20392; CHEBI:28397; CHEBI:40992; CHEBI:49268; CHEBI:87840; CHEBI:89836"	5-Aminolevulinic acid	-0,000609713	C5H9NO3	-H(-)	100
META vegan:META ctrl	72	72	-0,388966263	2,1035E-06	3,27545E-05	1,34149E-05	1,34149E-05	130,0871687	"HMDB0000172; HMDB0000557; HMDB0000687; HMDB0001645; HMDB0001901; HMDB0003640; HMDB0013773; HMDB00172; HMDB0029168; HMDB0033923; HMDB0036382; HMDB00557; HMDB0060650; HMDB0061716; HMDB0062203; HMDB00687; HMDB01645; HMDB01901; HMDB02002; HMDB02291; HMDB03640; HMDB13773; HMDB29168; HMDB33923; HMDB36382; HMDB60650; HMDB61716; HMDB62203"	"C00123; C00407; C01570; C01933; C02378; C02486; C16434; C16439"	"CHEBI:15603; CHEBI:15604; CHEBI:16586; CHEBI:17191; CHEBI:18347; CHEBI:25017; CHEBI:28225; CHEBI:38264; CHEBI:43433; CHEBI:44212; CHEBI:67144"	(Iso)Leucine	0,000182969	C6H13NO2	-H(-)	100
META vegan:META ctrl	73	73	0,036685735	0,574726588	0,716969363	0,293640343	0,293640343	131,035504	"HMDB0000576; HMDB0000622; HMDB0000661; HMDB0001844; HMDB0002001; HMDB0006833; HMDB0006855; HMDB0029884; HMDB0033958; HMDB0040531; HMDB00576; HMDB0061879; HMDB00622; HMDB00661; HMDB01844; HMDB02001; HMDB06833; HMDB06855; HMDB29884; HMDB33958; HMDB40531; HMDB61879"	"C00489; C00900; C06010; C08645"	"CHEBI:111517; CHEBI:16444; CHEBI:17859; CHEBI:18409; CHEBI:29003; CHEBI:741548; CHEBI:75146"	Glutarate	-0,000522074	C5H8O4	-H(-)	100
META vegan:META ctrl	74	74	-0,001848173	0,979077012	0,989287549	0,40517036	0,40517036	131,0459213	"HMDB0000026; HMDB0000168; HMDB00026; HMDB0011733; HMDB0012265; HMDB00168; HMDB0033780; HMDB11733; HMDB12265; HMDB33780"	"C00152; C01043; C01905; C02037; C02642"	"CHEBI:15737; CHEBI:17196; CHEBI:17201; CHEBI:18261; CHEBI:28159"	Asparagine	0,000294002	C4H8N2O3	-H(-)	100
META vegan:META ctrl	75	75	-0,005249042	0,942731452	0,971704286	0,397968999	0,397968999	131,0716322	"HMDB0000317; HMDB0000409; HMDB0000525; HMDB0000624; HMDB0000665; HMDB0000746; HMDB0001624; HMDB0001975; HMDB0010718; HMDB0012843; HMDB0029166; HMDB00317; HMDB0032158; HMDB0032456; HMDB0033851; HMDB0040409; HMDB00409; HMDB0041844; HMDB00525; HMDB0059770; HMDB0061652; HMDB00624; HMDB00665; HMDB00746; HMDB01624; HMDB01975; HMDB10718; HMDB12843; HMDB29166; HMDB32158; HMDB32456; HMDB33851; HMDB40409; HMDB41844; HMDB59770; HMDB61652"	"C03264; C06103; C07834"	"CHEBI:131434; CHEBI:17869; CHEBI:27909; CHEBI:37035; CHEBI:44510; CHEBI:55534; CHEBI:59783; CHEBI:78842; CHEBI:86542; CHEBI:87685"	D-2-Hydroxyisocaproate	-0,000264875	C6H12O3	-H(-)	100
META vegan:META ctrl	76	76	0,136067459	0,035368608	0,098221102	0,040227211	0,040227211	131,0828955	"HMDB0000214; HMDB0003374; HMDB00214; HMDB00818; HMDB03374; HMDB04984"	"C00077; C00515"	"CHEBI:15729; CHEBI:16176"	Ornithine	-0,000294836	C5H12N2O2	-H(-)	100
META vegan:META ctrl	77	77	-0,276252997	0,002848765	0,01435387	0,005880878	0,005878739	132,0298522	"HMDB0000191; HMDB0006483; HMDB0011753; HMDB00191; HMDB0062186; HMDB06483; HMDB11753; HMDB62186"	"C00049; C00402; C16433; C19911"	"CHEBI:17053; CHEBI:17364; CHEBI:22660; CHEBI:24786"	Aspartate	0,000378687	C4H7NO4	-H(-)	100
META vegan:META ctrl	78	78	-0,193246837	0,02055069	0,065015897	0,026785975	0,026627763	132,0451062	"HMDB0004094; HMDB0029757; HMDB0032390; HMDB0034666; HMDB0059805; HMDB0060486; HMDB0061918; HMDB04094; HMDB29757; HMDB32390; HMDB34666; HMDB59805; HMDB60486; HMDB61918"	"C00561; C03766; C05658; C12312"	"CHEBI:16667; CHEBI:16910; CHEBI:17840; CHEBI:18450; CHEBI:31697; CHEBI:51603; CHEBI:89649"	Mandelonitrile	0,000380914	C8H7NO	-H(-)	100
META vegan:META ctrl	79	79	0,364370804	0,000977648	0,005799383	0,002375182	0,002375182	132,0662072	"HMDB0031658; HMDB0032356; HMDB0039499; HMDB31658; HMDB32356; HMDB39499"			Hydroxy-valine	0,000409141	C5H11NO3	-H(-)	100
META vegan:META ctrl	80	80	0,004741406	0,923827895	0,962744365	0,394653904	0,394299394	133,0134686	"HMDB0000156; HMDB0000744; HMDB00156; HMDB0031518; HMDB0032872; HMDB00744; HMDB31518; HMDB32872"	"C00149; C00497; C00711"	"CHEBI:30796; CHEBI:30797; CHEBI:6650"	Malate	0,000777927	C4H6O5	-H(-)	100
META vegan:META ctrl	81	81	0,052917972	0,204335318	0,357074945	0,146242803	0,146242803	133,0277067	"HMDB0032469; HMDB0061916; HMDB0129378; HMDB32469; HMDB61916"	C09921	CHEBI:479525	Phthalide	0,001795956	C8H6O2	-H(-)	28
META vegan:META ctrl	82	82	0,568375853	0,004988881	0,021968011	0,008998488	0,008997169	133,0504291	"HMDB0000421; HMDB0001292; HMDB0003224; HMDB0012141; HMDB0012485; HMDB0029576; HMDB00421; HMDB0127615; HMDB01292; HMDB03224; HMDB12141; HMDB12485; HMDB29576"	"C01801; C04272; C06257"	"CHEBI:15684; CHEBI:28816"	Deoxyribose	0,00020282	C5H10O4	-H(-)	100
META vegan:META ctrl	83	83	0,53872027	0,027825466	0,082250191	0,033686201	0,033686201	133,0657126	"HMDB0029639; HMDB0029697; HMDB0029698; HMDB0030839; HMDB0031626; HMDB0032024; HMDB0032142; HMDB0032608; HMDB0032623; HMDB0033716; HMDB0034107; HMDB0034563; HMDB0036441; HMDB0059601; HMDB0059895; HMDB29639; HMDB29697; HMDB29698; HMDB30839; HMDB31626; HMDB32024; HMDB32142; HMDB32608; HMDB32623; HMDB33716; HMDB34107; HMDB34563; HMDB36441; HMDB59601; HMDB59895"	"C01710; C02394; C16930"	"CHEBI:16697; CHEBI:33226; CHEBI:33227; CHEBI:425902; CHEBI:50158"	Indan-1-ol	0,000175487	C9H10O	-H(-)	100
META vegan:META ctrl	84	84	0,024454281	0,827204425	0,893831795	0,366075719	0,366075719	134,0051634	"HMDB0032930; HMDB32930"		CHEBI:45993	Benzothiazole	0,001829779	C7H5NS	-H(-)	26
META vegan:META ctrl	85	85	0,013676696	0,87515464	0,931788579	0,381621213	0,381621213	134,0231899	"HMDB0032931; HMDB32931"			2-Benzoxazolol	0,001561844	C7H5NO2	-H(-)	40
META vegan:META ctrl	86	86	-0,030272207	0,614657828	0,75082475	0,30787576	0,307506078	134,0472032	"HMDB0000034; HMDB00034"	C00147	CHEBI:16708	Adenine	1,5339E-05	C5H5N5	-H(-)	100
META vegan:META ctrl	87	87	-0,722370264	0,0099774	0,036710098	0,015034904	0,015034904	134,0613167	"HMDB0001250; HMDB0010715; HMDB0032628; HMDB0032630; HMDB0037071; HMDB0037072; HMDB0040008; HMDB0040013; HMDB0040222; HMDB0040223; HMDB0040224; HMDB01250; HMDB10715; HMDB32628; HMDB32630; HMDB37071; HMDB37072; HMDB40008; HMDB40013; HMDB40222; HMDB40223; HMDB40224"	"C02505; C07565"	"CHEBI:16562; CHEBI:28884; CHEBI:91110"	2-Phenylacetamide	-0,000179619	C8H9NO	-H(-)	100
META vegan:META ctrl	88	88	0,147094674	0,325130523	0,487074386	0,19951078	0,199485079	135,0305049	"HMDB0000613; HMDB0000943; HMDB00613; HMDB0062620; HMDB00943; HMDB62620"	C01620	"CHEBI:15908; CHEBI:37655; CHEBI:49059"	Threonate	-0,000608375	C4H8O5	-H(-)	100
META vegan:META ctrl	88	88	0,147094674	0,325130523	0,487074386	0,19951078	0,199485079	135,0305049	"HMDB0031160; HMDB0033053; HMDB0033054; HMDB31160; HMDB33053; HMDB33054"			1-Pentanesulfenothioic acid	0,000260025	C5H12S2	-H(-)	100
META vegan:META ctrl	88	88	0,147094674	0,325130523	0,487074386	0,19951078	0,199485079	135,0305049	"HMDB0000157; HMDB0014581; HMDB00157; HMDB14581"	C00262	"CHEBI:17368; CHEBI:40279"	Hypoxanthine	0,000729225	C5H4N4O	-H(-)	100
META vegan:META ctrl	89	89	0,066110224	0,257688263	0,410793721	0,168243743	0,168243743	135,0809615	"HMDB0029667; HMDB0031312; HMDB0031446; HMDB0031627; HMDB0031628; HMDB0032029; HMDB0032149; HMDB0032441; HMDB0032544; HMDB0032621; HMDB0032624; HMDB0032625; HMDB0033962; HMDB0034378; HMDB0038984; HMDB0038985; HMDB0038986; HMDB0038987; HMDB0038988; HMDB0039782; HMDB0059896; HMDB0125105; HMDB29667; HMDB31312; HMDB31446; HMDB31627; HMDB31628; HMDB32029; HMDB32149; HMDB32441; HMDB32544; HMDB32621; HMDB32624; HMDB32625; HMDB33962; HMDB34378; HMDB38984; HMDB38985; HMDB38986; HMDB38987; HMDB38988; HMDB39782; HMDB59896"	C14311	CHEBI:38506	4-Propylphenol	0,00057658	C9H12O	-H(-)	100
META vegan:META ctrl	90	90	0,102037682	0,095768899	0,208255562	0,085292675	0,085292675	141,1274613	"HMDB0013821; HMDB0029557; HMDB0030959; HMDB0031266; HMDB0031267; HMDB0031268; HMDB0031417; HMDB0031684; HMDB0031730; HMDB0034152; HMDB0037304; HMDB0040581; HMDB0041498; HMDB0041499; HMDB0041601; HMDB0059835; HMDB0059887; HMDB13821; HMDB13822; HMDB29557; HMDB30959; HMDB31266; HMDB31267; HMDB31268; HMDB31417; HMDB31684; HMDB31730; HMDB34152; HMDB37304; HMDB40581; HMDB41498; HMDB41499; HMDB41601; HMDB59835; HMDB59887"		"CHEBI:59065; CHEBI:77927; CHEBI:84268"	2-Methyl-4-heptanone	0,001026779	C9H18O	-H(-)	96
META vegan:META ctrl	91	91	0,093145139	0,172503079	0,312729075	0,128080609	0,128080609	142,0505534	"HMDB0000894; HMDB0014491; HMDB0032161; HMDB0061082; HMDB0061705; HMDB00894; HMDB06723; HMDB06724; HMDB14491; HMDB32161; HMDB61082; HMDB61705"		"CHEBI:131804; CHEBI:415036; CHEBI:74435; CHEBI:87998"	2-Hydroxymethylclavam	0,000412944	C6H9NO3	-H(-)	100
META vegan:META ctrl	92	92	1,082353629	0,000204304	0,001535799	0,000628999	0,000628999	142,0660756	"HMDB0033115; HMDB0041802; HMDB0042004; HMDB33115; HMDB41802; HMDB42004"	C02227	"CHEBI:132813; CHEBI:27878"	6-Methylquinoline	0,000146949	C10H9N	-H(-)	100
META vegan:META ctrl	93	93	0,086641029	0,16902797	0,308848547	0,126552814	0,126491309	142,9982082	"HMDB0062781; HMDB62781"		CHEBI:16810	2-oxoglutarate(2-)	0,000388282	C5H4O5	-H(-)	100
META vegan:META ctrl	94	94	0,023979982	0,550800084	0,695076227	0,28467384	0,28467384	143,0334447	"HMDB0000393; HMDB0000522; HMDB0002266; HMDB0013311; HMDB0029171; HMDB0031257; HMDB0036232; HMDB00393; HMDB0040207; HMDB00522; HMDB02266; HMDB03520; HMDB13311; HMDB29171; HMDB31257; HMDB36232; HMDB40207"	C00922	"CHEBI:23812; CHEBI:35460; CHEBI:37245; CHEBI:49296; CHEBI:86952"	2,3-Dimethylmaleate	0,001537206	C6H8O4	-H(-)	42
META vegan:META ctrl	95	95	0,374828446	0,009113801	0,034398187	0,014090266	0,014088043	143,0704383	"HMDB0001988; HMDB0031176; HMDB0036594; HMDB0037114; HMDB0040433; HMDB01988; HMDB31176; HMDB36594; HMDB37114; HMDB40433"		CHEBI:16817	trans-4-Hydroxycyclohexanecarboxylate	0,000928961	C7H12O3	-H(-)	100
META vegan:META ctrl	96	96	-0,837790934	2,20927E-05	0,000243858	9,98741E-05	9,98741E-05	143,1076911	"HMDB0000482; HMDB0001877; HMDB0029980; HMDB0030368; HMDB0031230; HMDB0031290; HMDB0031478; HMDB0031579; HMDB0031587; HMDB0031588; HMDB0031596; HMDB0031638; HMDB0031703; HMDB0032046; HMDB0032047; HMDB0032203; HMDB0032225; HMDB0032272; HMDB0032335; HMDB0032551; HMDB0034161; HMDB0034164; HMDB0034234; HMDB0034459; HMDB0035457; HMDB0036165; HMDB0039217; HMDB0039620; HMDB0040209; HMDB0040251; HMDB0040252; HMDB0040296; HMDB0040298; HMDB00482; HMDB0061931; HMDB01877; HMDB29980; HMDB30368; HMDB31230; HMDB31290; HMDB31478; HMDB31579; HMDB31587; HMDB31588; HMDB31596; HMDB31638; HMDB31703; HMDB32046; HMDB32047; HMDB32203; HMDB32225; HMDB32272; HMDB32335; HMDB32551; HMDB34161; HMDB34164; HMDB34234; HMDB34459; HMDB35457; HMDB36165; HMDB39217; HMDB39620; HMDB40209; HMDB40251; HMDB40252; HMDB40296; HMDB40298; HMDB61931"	"C06423; C07185"	"CHEBI:28837; CHEBI:39867; CHEBI:744024; CHEBI:86055; CHEBI:87419; CHEBI:87429; CHEBI:87510; CHEBI:87683; CHEBI:88826"	Octanoic acid	6,16139E-05	C8H16O2	-H(-)	100
META vegan:META ctrl	97	97	0,056355139	0,313391841	0,47526554	0,194648675	0,194648675	144,0450713	"HMDB0029737; HMDB29737"	C08493	CHEBI:343043	3-Methyleneoxindole	0,000415796	C9H7NO	-H(-)	100
META vegan:META ctrl	98	98	0,029609154	0,656854101	0,769721139	0,315302627	0,31524524	144,0663993	"HMDB0000730; HMDB0000808; HMDB0001263; HMDB0003681; HMDB0012131; HMDB0012151; HMDB0015127; HMDB0029425; HMDB0029426; HMDB0059595; HMDB0060265; HMDB0061156; HMDB00730; HMDB00808; HMDB0094698; HMDB01263; HMDB03681; HMDB06238; HMDB12131; HMDB12151; HMDB15127; HMDB29425; HMDB29426; HMDB59595; HMDB60265; HMDB61156; HMDB94698"	"C01475; C02946; C03239; C03656; C04076"	"CHEBI:17027; CHEBI:17534; CHEBI:17645; CHEBI:17917; CHEBI:27713; CHEBI:70979; CHEBI:724125; CHEBI:74048; CHEBI:89963"	4-Acetamidobutanoate	0,000217002	C6H11NO3	-H(-)	100
META vegan:META ctrl	99	99	0,219564288	0,1534644	0,291979435	0,119928681	0,119582434	144,0799435	"HMDB0032967; HMDB32967"			2,4-Dimethyl-1H-indole	0,001928955	C10H11N	-H(-)	22
META vegan:META ctrl	100	100	0,069890122	0,502790909	0,656337834	0,268808232	0,268808232	145,0146434	"HMDB0000208; HMDB0013701; HMDB00208; HMDB0062739; HMDB02812; HMDB13701; HMDB62739"	C00026	"CHEBI:30915; CHEBI:87810"	Oxoglutarate	-0,000396879	C5H6O5	-H(-)	100
META vegan:META ctrl	100	100	0,069890122	0,502790909	0,656337834	0,268808232	0,268808232	145,0146434	"HMDB0033966; HMDB0041390; HMDB0041393; HMDB33966; HMDB41390; HMDB41393"	C08369	CHEBI:4488	Di-2-propenyl disulfide, 9CI	0,000471521	C6H10S2	-H(-)	100
META vegan:META ctrl	101	101	0,136449766	0,126810748	0,252463407	0,103398339	0,103398339	145,061322	"HMDB0000641; HMDB0002031; HMDB0003423; HMDB0006899; HMDB0028687; HMDB00641; HMDB02031; HMDB03423; HMDB06899; HMDB28687"	"C00064; C00819; C05100"	"CHEBI:1670; CHEBI:17061; CHEBI:18050; CHEBI:185249"	Glutamine	0,000543346	C5H10N2O3	-H(-)	100
META vegan:META ctrl	102	102	-0,113509189	0,200489324	0,351763965	0,14406765	0,14406765	145,0979856	"HMDB0000182; HMDB0003405; HMDB0012114; HMDB0012115; HMDB00182; HMDB0142894; HMDB03405; HMDB12114; HMDB12115"	"C00047; C00739; C01142; C01186"	"CHEBI:15613; CHEBI:15616; CHEBI:16855; CHEBI:18019"	Lysine	0,000265133	C6H14N2O2	-H(-)	100
META vegan:META ctrl	103	103	-0,137740861	0,186550553	0,332662745	0,136244598	0,136244598	146,0456443	"HMDB0000148; HMDB0002393; HMDB0002931; HMDB0003011; HMDB0003339; HMDB0006556; HMDB00148; HMDB0033550; HMDB0060475; HMDB0062183; HMDB02393; HMDB02931; HMDB03011; HMDB03339; HMDB06556; HMDB33550; HMDB60475; HMDB62183"	"C00025; C00217; C00979; C05938; C12269"	"CHEBI:15966; CHEBI:16015; CHEBI:17981; CHEBI:18237; CHEBI:27809; CHEBI:31882; CHEBI:45441"	Glutamate	0,000236571	C5H9NO4	-H(-)	100
META vegan:META ctrl	104	104	0,007753521	0,924102103	0,962744365	0,394299394	0,394299394	146,0808772	"HMDB0029449; HMDB0033453; HMDB0061157; HMDB0142963; HMDB29449; HMDB33453; HMDB61157"	C10144	"CHEBI:435538; CHEBI:4969"	(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid	0,001389087	C6H13NO3	-H(-)	53
META vegan:META ctrl	105	105	-0,065752011	0,339411424	0,502490257	0,205798768	0,205798768	147,0297733	"HMDB0000426; HMDB0000428; HMDB0000606; HMDB0000694; HMDB0001900; HMDB0011676; HMDB00426; HMDB00428; HMDB0059655; HMDB00606; HMDB00694; HMDB01900; HMDB02323; HMDB11676; HMDB59655"	"C00815; C01087; C02266; C02630; C02674; C03196"	"CHEBI:15584; CHEBI:15867; CHEBI:17084; CHEBI:32796; CHEBI:32797; CHEBI:707706"	Hydroxyglutarate	0,000123161	C5H8O5	-H(-)	100
META vegan:META ctrl	105	105	-0,065752011	0,339411424	0,502490257	0,205798768	0,205798768	147,0297733	"HMDB0033912; HMDB0038890; HMDB0041392; HMDB33912; HMDB38890; HMDB41392"			2-Propenyl propyl disulfide	0,000991561	C6H12S2	-H(-)	100
META vegan:META ctrl	106	106	-0,092885011	0,047608994	0,122549518	0,050304162	0,050191102	147,0443588	"HMDB0000567; HMDB0000930; HMDB0031725; HMDB0032947; HMDB0035243; HMDB0036626; HMDB0040986; HMDB00567; HMDB00930; HMDB0128078; HMDB0134039; HMDB0135273; HMDB0135274; HMDB0135275; HMDB0135648; HMDB31725; HMDB32947; HMDB35243; HMDB36626; HMDB40986"	"C00423; C02274; C05608; C10438; C17268"	"CHEBI:16151; CHEBI:28353; CHEBI:35697; CHEBI:35699; CHEBI:63552"	Cinnamate	0,000793855	C9H8O2	-H(-)	100
META vegan:META ctrl	107	107	0,262511502	0,0171339	0,056808976	0,023266555	0,023266555	147,0655932	"HMDB0000227; HMDB0012140; HMDB00227; HMDB0031639; HMDB0059629; HMDB0059705; HMDB12140; HMDB31639; HMDB59629; HMDB59705"	"C00418; C06007"	"CHEBI:17710; CHEBI:25351; CHEBI:27512; CHEBI:67255"	Mevalonate	0,000688732	C6H12O4	-H(-)	100
META vegan:META ctrl	108	108	0,099055245	0,22311168	0,377041444	0,154420237	0,154420237	147,0805264	"HMDB0002214; HMDB0030837; HMDB0031616; HMDB0032014; HMDB0032015; HMDB0032016; HMDB0032017; HMDB0032140; HMDB0033382; HMDB0034121; HMDB0059845; HMDB0133593; HMDB0133746; HMDB02214; HMDB30837; HMDB31616; HMDB32014; HMDB32015; HMDB32016; HMDB32017; HMDB32140; HMDB33382; HMDB34121; HMDB59845"	"C06577; C10452"	"CHEBI:366706; CHEBI:992716"	Cuminaldehyde	0,001011693	C10H12O	-H(-)	98
META vegan:META ctrl	109	109	0,075227317	0,435613149	0,595383489	0,243843909	0,243843909	148,043429	"HMDB0000696; HMDB0014997; HMDB0033951; HMDB00696; HMDB14997; HMDB33951"	"C00073; C01733; C07418"	"CHEBI:16643; CHEBI:16811; CHEBI:50868"	Methionine	0,00034343	C5H11NO2S	-H(-)	100
META vegan:META ctrl	110	110	0,017852577	0,686165922	0,787638265	0,322863521	0,322583338	149,0243906	"HMDB0001587; HMDB0031515; HMDB0032598; HMDB0032612; HMDB0040528; HMDB01587; HMDB31515; HMDB32598; HMDB32612; HMDB40528"	"C02137; C10812"	"CHEBI:18280; CHEBI:8240"	Phenylglyoxylic acid	2,67235E-05	C8H6O3	-H(-)	100
META vegan:META ctrl	111	111	0,17373324	0,031581013	0,090587642	0,037100869	0,037100869	149,0456853	"HMDB0000098; HMDB0000283; HMDB0000366; HMDB0000621; HMDB0000646; HMDB0000751; HMDB0001644; HMDB0003371; HMDB00098; HMDB0012194; HMDB0012325; HMDB00283; HMDB0029941; HMDB0029942; HMDB00366; HMDB00487; HMDB0059753; HMDB0060254; HMDB00621; HMDB00646; HMDB00654; HMDB00751; HMDB0094694; HMDB0127617; HMDB01644; HMDB02245; HMDB03371; HMDB03763; HMDB12194; HMDB12325; HMDB29941; HMDB29942; HMDB59753; HMDB60254; HMDB94694"	"C00121; C00181; C00259; C00309; C00310; C00312; C01488; C06115; C08353"	"CHEBI:15936; CHEBI:16880; CHEBI:16988; CHEBI:17140; CHEBI:17173; CHEBI:17399; CHEBI:17535; CHEBI:27476; CHEBI:27672; CHEBI:28272; CHEBI:46983; CHEBI:53455; CHEBI:6178; CHEBI:86350; CHEBI:89890"	Pentose	-0,000138796	C5H10O5	-H(-)	100
META vegan:META ctrl	111	111	0,17373324	0,031581013	0,090587642	0,037100869	0,037100869	149,0456853	"HMDB0029578; HMDB0031161; HMDB0031472; HMDB0031709; HMDB0032180; HMDB0032408; HMDB0040056; HMDB29578; HMDB31161; HMDB31472; HMDB31709; HMDB32180; HMDB32408; HMDB40056"	C08373	CHEBI:45758	Diisopropyl disulfide	0,000729604	C6H14S2	-H(-)	100
META vegan:META ctrl	112	112	0,062327786	0,32564721	0,487074386	0,199485079	0,199485079	149,060306	"HMDB0000764; HMDB0002097; HMDB0002222; HMDB0002237; HMDB0003654; HMDB0011743; HMDB0013744; HMDB0031310; HMDB0032073; HMDB0032075; HMDB0032569; HMDB0032570; HMDB0032592; HMDB0032617; HMDB0033967; HMDB0033970; HMDB0037715; HMDB0038355; HMDB0040428; HMDB0040925; HMDB0059824; HMDB0062349; HMDB00764; HMDB0125532; HMDB0134026; HMDB0134027; HMDB0135239; HMDB0135276; HMDB0135277; HMDB0135278; HMDB0135279; HMDB0135280; HMDB0135281; HMDB0135644; HMDB02097; HMDB02222; HMDB02237; HMDB03654; HMDB11743; HMDB13744; HMDB31310; HMDB32073; HMDB32075; HMDB32569; HMDB32570; HMDB32592; HMDB32617; HMDB33967; HMDB33970; HMDB37715; HMDB38355; HMDB40428; HMDB40925; HMDB59824; HMDB62349"	"C01839; C01963; C02646; C05629; C15513; C17883"	"CHEBI:262555; CHEBI:28631; CHEBI:32807; CHEBI:329287; CHEBI:389009; CHEBI:42438; CHEBI:48526; CHEBI:52051; CHEBI:64555; CHEBI:64818; CHEBI:86567; CHEBI:87417"	Hydrocinnamic acid	0,000496684	C9H10O2	-H(-)	100
META vegan:META ctrl	113	113	-0,123375755	0,205870104	0,357607034	0,146460724	0,146460724	149,0969442	"HMDB0001878; HMDB0003647; HMDB0004487; HMDB0029652; HMDB0031570; HMDB0031613; HMDB0031817; HMDB0032063; HMDB0032213; HMDB0032626; HMDB0033544; HMDB0034846; HMDB0034921; HMDB0035089; HMDB0035172; HMDB0035250; HMDB0035591; HMDB0035761; HMDB0035770; HMDB0035824; HMDB0036061; HMDB0036070; HMDB0036089; HMDB0036999; HMDB0037561; HMDB0038913; HMDB0061788; HMDB0133616; HMDB01878; HMDB03647; HMDB04487; HMDB06315; HMDB29652; HMDB31570; HMDB31613; HMDB31817; HMDB32063; HMDB32213; HMDB32626; HMDB33544; HMDB34846; HMDB34921; HMDB35089; HMDB35172; HMDB35250; HMDB35591; HMDB35761; HMDB35770; HMDB35824; HMDB36061; HMDB36070; HMDB36089; HMDB36999; HMDB37561; HMDB38913; HMDB61788"	"C01767; C01951; C02576; C06576; C09840; C09868; C09884; C09908; C11383; C11939; C14200; C17062"	"CHEBI:15399; CHEBI:15400; CHEBI:15421; CHEBI:17304; CHEBI:27607; CHEBI:28996; CHEBI:3440; CHEBI:34444; CHEBI:37001; CHEBI:38265; CHEBI:50542; CHEBI:53169"	Thymol	0,000243853	C10H14O	-H(-)	100
META vegan:META ctrl	114	114	-0,478232136	0,081747142	0,183248091	0,075050672	0,075050672	150,0014886	"HMDB0034413; HMDB0040578; HMDB34413; HMDB40578"		CHEBI:167099	1,2-Benzisothiazol-3(2H)-one	0,000419173	C7H5NOS	-H(-)	100
META vegan:META ctrl	115	115	0,015712596	0,904495017	0,95486641	0,391072917	0,391072917	150,0562558	"HMDB0001859; HMDB0002210; HMDB0012219; HMDB0012992; HMDB0029703; HMDB0032609; HMDB0033903; HMDB0059846; HMDB0060680; HMDB0061919; HMDB01859; HMDB02210; HMDB12219; HMDB12992; HMDB29703; HMDB32609; HMDB33903; HMDB59846; HMDB60680; HMDB61919"	"C03005; C16571; C17756"	"CHEBI:1017870; CHEBI:16394; CHEBI:46195; CHEBI:55484; CHEBI:74684"	Acetaminophen	-0,000204104	C8H9NO2	-H(-)	100
META vegan:META ctrl	116	116	-0,447599455	2,42237E-08	8,44923E-07	3,46045E-07	3,46045E-07	151,0258056	"HMDB0000292; HMDB0000786; HMDB0001182; HMDB00292; HMDB00786; HMDB01182"	"C00385; C07599"	"CHEBI:17712; CHEBI:28315"	Xanthine	0,000343136	C5H4N4O2	-H(-)	100
